Id,Name,Name (Bangla),Code,Agency,Type,Division,District,City Corporation,Upazila,Paurasava,Union,Private
9258,"Bariya  Community Clinic ,dhupchanchia",বড়িয়া কমিউনিটি ক্লিনিক,10009326,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Dhupchanchia,Unions Of Dhupchanchia Upazila,Zianagar,0
9259,"Herunja Bajrapukur Community Clinic ,dhupchanchia",হেরুঞ্জ বজরাপুকুর কমিউনিটি ক্লিনিক,10009327,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Dhupchanchia,Unions Of Dhupchanchia Upazila,Zianagar,0
9260,"Dakshin ,Cecuriya  Community Clinic ,dhupchanchia",দক্ষিণ চেচুরিয়া কমিউনিটি ক্লিনিক,10009328,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Dhupchanchia,Unions Of Dhupchanchia Upazila,Zianagar,0
9261,"Baliyadighi Uhpara Community Clinic ,gabtali",বালেদীঘী উত্তর পাড়া কমিউনিটি ক্লিনিক,10009329,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Balia Dighi,0
9262,"Kalai Hatta Community Clinic , Gabtali","কালাইহাটা কমিউনিটি ক্লিনিক, গাবতলি,বগুড়া।",10009330,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Balia Dighi,0
9263,"Maliyandanga Community Clinic ,gabtali","মালিয়ানডাঙ্গা কমিউনিটি ক্লিনিক,গাবতলি,বগুড়া।",10009331,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Balia Dighi,0
9264,"Ujgram Community Clinic ,gabtali",উজগ্রাম কমিউনিটি ক্লিনিক,10009332,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Dakshinpara,0
9265,"Boithabanga Community Clinic , Gabtali",বটিয়াভাঙ্গা  কমিউনিটি ক্লিনিক,10009333,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Durgahata,0
9266,"Hatibanda Community Clinic , Gabtali","হাতিবান্ধা কমিউনিটি ক্লিনিক, গাবতলি, বগুড়া।",10009334,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Durgahata,0
9267,"Shildogari Community Clinic , Gabtali","শিলদহবাড়ী কমিউনিটি ক্লিনিক, গাবতলি, বগুড়া।",10009335,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Durgahata,0
9268,"Cakhbocai Community Clinic ,gabtali","চকবোচাই কমিউনিটি ক্লিনিক, গাবতলি, বগুড়া।",10009336,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Gabtali,0
9269,"Caksadu Community Clinic ,gabtali","চকসদু কমিউনিটি ক্লিনিক,গাবতলি, বগুড়া।",10009337,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Gabtali,0
9270,"Uncurki Community Clinic ,gabtali","উনচুর্খী কমিউনিটি ক্লিনিক,গাবতলি,বগুড়া।",10009338,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Gabtali,0
9271,"Amlicukai Community Clinic ,gabtali","আমলিচুকাই কমিউনিটি ক্লিনিক,গাবতলি,বগুড়া।",10009339,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Kagail,0
9272,"Daripara Community Clinic ,Gabtali",দড়িপাড়া কমিউনিটি ক্লিনিক,10009340,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Kagail,0
9273,"Mirpur Community Clinic ,gabtali","মিরপুর  কমিউনিটি ক্লিনিক,গাবতলি,বগুড়া।",10009341,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Kagail,0
9274,"Sultanpur Community Clinic ,gabtali","সুলতানপুর কমিউনিটি ক্লিনিক,গাবতলি,বগুড়া।",10009342,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Kagail,0
9275,"Karnipara Community Clinic , Gabtali","কর্ণিপাড়া  কমিউনিটি ক্লিনিক, গাবতলি,বগুড়া।",10009343,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Mahishaban,0
9276,"Mahishaban Community Clinic , Gabtali",মহিষাবান কমিউনিটি ক্লিনিক,10009344,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Mahishaban,0
9277,"Moria Community Clinic , Gabtali","মড়িয়া কমিউনিটি ক্লিনিক,গাবতলি,বগুড়া।",10009345,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Mahishaban,0
9278,"Par Ranirpara Community Clinic , Gabtali",পার রানীর পাড়া কমিউনিটি ক্লিনিক- গাবতলি,10009346,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Mahishaban,0
9280,"Bayaitona Community Clinic ,gabtali",বাওয়াইটোনা কমিউনিটি ক্লিনিক,10009348,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Naruamala,0
9281,"Cakkathuli Community Clinic ,gabtali",চককাতুলি কমিউনিটি ক্লিনিক,10009349,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Naruamala,0
9282,"Doyarpara Community Clinic ,gabtali",দোয়ার পাড়া  কমিউনিটি ক্লিনিক,10009350,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Naruamala,0
9283,"Jayvog Community Clinic ,gabtali","জয়ভোগা কমিউনিটি ক্লিনিক, গাবতলি,বগুড়া।",10009351,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Naruamala,0
9284,"Balupara Community Clinic ,gabtali","বালুপাড়া কমিউনিটি ক্লিনিক,গাবতলি,বগুড়া।",10009352,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Nasipur,0
9285,"Horar Dighi Community Clinic ,gabtali","হোড়ার দিঘী কমিউনিটি ক্লিনিক,গাবতলি,বগুড়া।",10009353,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Nasipur,0
9287,"Dour Community Clinic ,gabtali",ডঙর কমিনিটি ক্লিনিক,10009355,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Nepaltali,0
9288,"Jat Halida Community Clinic ,gabtali","জাত হলিদা  কমিউনিটি ক্লিনিক গাবতলি,বগুড়া।",10009356,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Nepaltali,0
9289,"Kadam Tali Community Clinic ,gabtali",কদমতলী কমিউনিটি ক্লিনিক,10009357,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Nepaltali,0
9290,"Kaludanga Community Clinic ,Gabtali",কালুডাঙ্গা কমিউনিটি ক্লিনিক,10009358,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Nepaltali,0
9291,"Naj Para Community Clinic ,Gabtali",নজরার পাড়া কমিউনিটি ক্লিনিক,10009359,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Nepaltali,0
9292,"Nepaltali Community Clinic ,gabtali",নেপালতলী কমিউনিটি ক্লিনিক,10009360,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Nepaltali,0
9293,"Barosaghatiya Community Clinic ,gabtali","বড় সাঘাটিয়া কমিউনিটি ক্লিনিক,গাবতলি,বগুড়া।",10009361,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Rameshwarpur,0
9294,"Jaiguli Community Clinic ,Gabtali",জাইগুলি কমিউনিটি ক্লিনিক,10009362,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Rameshwarpur,0
9295,"Ramesbarpur Community Clinic ,gabtali","রামেশ্বরপুর উত্তর পাড়া কমিউনিটি ক্লিনিক, গাবতলি,বগুড়া।",10009363,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Rameshwarpur,0
9296,"Suvopara Community Clinic ,gabtali","শুভপাড়া কমিউনিটি ক্লিনিক,গাবতলি,বগুড়া।",10009364,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Rameshwarpur,0
9297,"Jamirbariya Community Clinic ,gabtali",জামীরবাড়ীয়া কমিউনিটি ক্লিনিক,10009365,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Sonarai,0
9298,"Kupi Community Clinic ,gabtali","খুপি কমিউনিটি ক্লিনিক,গাবতলি,বগুড়া।",10009366,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Gabtali,Unions Of Gabtali Upazila,Sonarai,0
